Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Quarter,Year,Contribution (%),Cumulative Contribution (%),ABC Class,Profit Margin (%),Profit Margin,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_y
9545,CA-2015-135251,2015-08-06,8/10/2015,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,369.1992,3,0.32,-114.0174,8,2015Q3,2015,0.0160716986651217,71.97226840164464,C,-30.882352941176467,-0.3088235294117646,79,12,954.6452,1,3,1,131,At Risk
7207,CA-2017-137414,2017-10-02,10/6/2017,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,West,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,11,0.2,32.3015,10,2017Q4,2017,0.0160699922405474,71.98833839388519,C,8.749999999999998,0.0874999999999999,-409,7,1661.6100000000001,5,1,2,512,Loyal Customers
2943,CA-2017-155880,2017-03-25,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.5867,3,2017Q1,2017,0.016061721305111,72.0044001151903,C,10.999999999999998,0.1099999999999999,-376,17,8828.0305,4,4,5,445,Others
3747,CA-2016-149979,2016-09-23,9/28/2016,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907,South,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734,9,2016Q3,2016,0.016061721305111,72.0204618364954,C,22.0,0.2199999999999999,-405,22,4793.543,5,5,5,555,Best Customers
6420,CA-2016-140130,2016-10-31,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734,10,2016Q4,2016,0.016061721305111,72.0365235578005,C,22.0,0.2199999999999999,-300,20,9300.254,2,5,5,255,Frequent Customers
8260,CA-2016-118101,2016-06-26,6/26/2016,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,48066,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",368.91,9,0.0,180.7659,6,2016Q2,2016,0.0160591094307627,72.05258266723126,C,48.99999999999999,0.4899999999999999,-306,15,1860.418,2,4,3,243,Others
5882,CA-2016-133935,2016-09-18,9/22/2016,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,368.91,9,0.0,180.7659,9,2016Q3,2016,0.0160591094307627,72.06864177666202,C,48.99999999999999,0.4899999999999999,-375,14,7721.714,4,4,5,445,Others
1778,CA-2015-105347,2015-11-24,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91,9,0.0,180.7659,11,2015Q4,2015,0.0160591094307627,72.08470088609278,C,48.99999999999999,0.4899999999999999,-291,17,1050.636,2,4,2,242,Others
6855,US-2017-162670,2017-12-23,12/28/2017,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",367.96,4,0.0,14.7184,12,2017Q4,2017,0.0160177547535807,72.10071864084635,C,4.000000000000001,0.04,-410,12,1758.3,5,3,3,533,Loyal Customers
2433,CA-2014-148586,2014-03-25,4/1/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064,3,2014Q1,2014,0.0159666490788315,72.11668528992519,C,17.77777777777778,0.1777777777777777,-257,12,1622.0179999999998,2,3,2,232,Others
8505,CA-2016-109400,2016-05-02,5/6/2016,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,5,2016Q2,2016,0.0159648207667876,72.13265011069197,C,-30.0,-0.3,-207,13,2367.277,2,3,3,233,Others
7002,CA-2015-104871,2015-03-30,4/3/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,3,2015Q1,2015,0.0159648207667876,72.14861493145875,C,-30.0,-0.3,-367,13,8350.868,4,3,5,435,Others
8396,CA-2016-142594,2016-12-01,12/6/2016,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,366.009,3,0.3,-47.0583,12,2016Q4,2016,0.0159328253060205,72.16454775676478,C,-12.85714285714286,-0.1285714285714286,-360,8,2656.691,3,2,3,323,Others
4791,CA-2015-104346,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166,12,2015Q4,2015,0.0158867257237723,72.18043448248855,C,-68.0,-0.68,-27,21,4930.474,1,5,5,155,Frequent Customers
2325,CA-2015-109470,2015-12-31,1/3/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0.0,167.808,12,2015Q4,2015,0.0158801960379015,72.19631467852645,C,46.0,0.4599999999999999,-10,10,2120.954,1,2,3,123,At Risk
9059,CA-2015-149097,2015-10-20,10/24/2015,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582,10,2015Q4,2015,0.0158791512881621,72.21219382981461,C,7.5,0.075,-97,25,4105.305,1,5,4,154,Frequent Customers
7254,CA-2016-152730,2016-05-30,6/4/2016,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",364.74,3,0.0,109.422,5,2016Q2,2016,0.0158775841635531,72.22807141397816,C,30.0,0.3,-369,21,4588.436000000001,4,5,5,455,Frequent Customers
3883,CA-2015-129896,2015-06-15,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704,6,2015Q2,2015,0.0158760170389441,72.2439474310171,C,-10.0,-0.0999999999999999,418,19,9062.864,1,5,5,155,Frequent Customers
3375,CA-2015-161718,2015-12-04,12/10/2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.098,12,2015Q4,2015,0.0158632188546373,72.25981064987174,C,2.2222222222222223,0.0222222222222222,-388,15,2602.5755,4,4,3,443,Others
9746,CA-2017-137505,2017-11-24,11/24/2017,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.08,2,0.2,9.102,11,2017Q4,2017,0.0158488535457214,72.27565950341746,C,2.5,0.025,-405,16,2475.157,5,4,3,543,Loyal Customers
5834,CA-2016-142895,2016-07-21,7/26/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92,5,0.2,0.0,7,2016Q3,2016,0.0158418885474592,72.29150139196491,C,0.0,0.0,-405,16,2475.157,5,4,3,543,Loyal Customers
7055,CA-2016-165330,2016-12-11,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5,0.2,-31.843,12,2016Q4,2016,0.0158418885474592,72.30734328051237,C,-8.75,-0.0875,-397,37,6160.102,5,5,5,555,Best Customers
1426,CA-2015-124800,2015-09-26,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.3664,9,2015Q3,2015,0.0158300480504134,72.32317332856279,C,-23.75,-0.2375,-297,23,7397.401,2,5,5,255,Frequent Customers
5238,CA-2014-166744,2014-09-20,9/24/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,3,0.0,36.294,9,2014Q3,2014,0.0157992279331029,72.33897255649589,C,10.0,0.0999999999999999,-200,11,2139.79,2,3,3,233,Others
1160,CA-2017-147039,2017-06-29,7/4/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,6,2017Q2,2017,0.0157992279331029,72.35477178442899,C,25.0,0.25,-233,11,5563.56,2,3,5,235,Others
1085,US-2016-143819,2016-03-01,3/5/2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.2468,3,2016Q1,2016,0.0157983573083202,72.37057014173732,C,29.0,0.29,67,16,8282.358,1,4,5,145,At Risk
7508,CA-2014-115889,2014-11-02,11/6/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.2468,11,2014Q4,2014,0.0157983573083202,72.38636849904564,C,29.0,0.29,-394,15,2180.718,5,4,3,543,Loyal Customers
1848,CA-2017-128370,2017-09-10,9/10/2017,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764,9,2017Q3,2017,0.0157736315644892,72.40214213061013,C,7.500000000000001,0.075,-380,21,4256.272,4,5,4,454,Frequent Customers
8303,US-2017-167318,2017-07-26,8/1/2017,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",362.352,3,0.2,45.294,7,2017Q3,2017,0.0157736315644892,72.41791576217462,C,12.5,0.125,-260,5,2454.6220000000003,2,1,3,213,Others
7949,CA-2014-131009,2014-03-01,3/5/2014,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,6,0.3,0.0,3,2014Q1,2014,0.015769191378097,72.43368495355271,C,0.0,0.0,-387,20,5992.536,4,5,5,455,Frequent Customers
9913,CA-2015-132388,2015-10-10,10/12/2015,First Class,KN-16390,Katherine Nockton,Corporate,United States,Santa Barbara,California,93101,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",362.136,3,0.2,-54.3204,10,2015Q4,2015,0.0157642288168352,72.44944918236955,C,-15.0,-0.15,-398,17,2617.272,5,4,3,543,Loyal Customers
4505,US-2014-138247,2014-12-24,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0.0,101.3488,12,2014Q4,2014,0.0157565673187467,72.4652057496883,C,28.000000000000004,0.28,-401,27,5907.972,5,5,5,555,Best Customers
3467,US-2015-147242,2015-09-10,9/14/2015,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Revere,Massachusetts,2151,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,361.96,2,0.0,83.2508,9,2015Q3,2015,0.0157565673187467,72.48096231700704,C,23.0,0.23,-282,32,10310.880000000001,2,5,5,255,Frequent Customers
254,CA-2016-146941,2016-12-10,12/13/2016,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,12,2016Q4,2016,0.0157548260691812,72.49671714307622,C,45.0,0.45,-395,17,1458.258,5,4,2,542,Loyal Customers
3377,CA-2015-161718,2015-12-04,12/10/2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332,12,2015Q4,2015,0.0157480351958755,72.5124651782721,C,18.88888888888889,0.1888888888888888,-388,15,2602.5755,4,4,3,443,Others
4397,CA-2016-148740,2016-11-15,11/19/2016,Standard Class,AH-10690,Anna HÃ¤berlin,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,11,2016Q4,2016,0.0157311450750896,72.52819632334719,C,7.500000000000001,0.075,-7,23,7888.294,1,5,5,155,Frequent Customers
6352,CA-2017-161130,2017-11-03,11/8/2017,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Miami,Florida,33178,South,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,11,2017Q4,2017,0.0157311450750896,72.54392746842228,C,7.500000000000001,0.075,-360,4,791.9899999999999,3,1,1,311,Low Value
1756,CA-2015-135622,2015-12-08,12/11/2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,11,0.2,130.7581,12,2015Q4,2015,0.0157022403323013,72.55962970875458,C,36.25000000000001,0.3625,-405,14,5364.808,5,4,5,545,Loyal Customers
6240,CA-2015-134075,2015-12-12,12/16/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,12,2015Q4,2015,0.0156877879609072,72.5753174967155,C,26.0,0.26,-348,10,2163.3,3,2,3,323,Others
5976,CA-2017-102155,2017-07-13,7/17/2017,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,7,2017Q3,2017,0.0156877879609072,72.59100528467641,C,26.0,0.26,-247,10,3302.2619999999997,2,3,4,234,Others
3727,CA-2016-165169,2016-06-05,6/11/2016,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,6,2016Q2,2016,0.0156877879609072,72.60669307263733,C,26.0,0.26,-298,10,2203.7,2,2,3,223,Others
3050,CA-2017-121419,2017-04-02,4/4/2017,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,4,2017Q2,2017,0.0156712460900343,72.62236431872736,C,36.0,0.36,-264,11,1244.976,2,3,2,232,Others
321,CA-2014-164973,2014-11-04,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,11,2014Q4,2014,0.0156712460900343,72.6380355648174,C,36.0,0.36,-257,14,6459.344,2,4,5,245,Others
3354,US-2014-150434,2014-07-19,7/24/2014,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0.0,93.5948,7,2014Q3,2014,0.0156703754652516,72.65370594028265,C,26.0,0.26,-404,11,1421.954,5,3,2,532,Loyal Customers
5625,CA-2016-121748,2016-10-24,10/28/2016,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10002637,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0.0,21.5988,10,2016Q4,2016,0.0156703754652516,72.6693763157479,C,6.0,0.06,-389,18,6134.0380000000005,4,5,5,455,Frequent Customers
2409,CA-2017-144589,2017-01-20,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,130.4913,1,2017Q1,2017,0.015670201340295,72.6850465170882,C,36.25,0.3625,-314,19,2955.2259999999997,3,5,4,354,Frequent Customers
3922,CA-2016-110044,2016-06-28,7/2/2016,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,3,0.2,35.9976,6,2016Q2,2016,0.015670201340295,72.7007167184285,C,10.0,0.0999999999999999,-328,14,2341.2960000000003,3,4,3,343,Others
2263,CA-2017-122994,2017-02-06,2/9/2017,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,79.1934,2,2017Q1,2017,0.0156699401528602,72.71638665858136,C,22.0,0.2199999999999999,-390,15,1560.05,4,4,2,442,Others
8064,CA-2016-132997,2016-11-07,11/9/2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,359.97,3,0.0,100.7916,11,2016Q4,2016,0.0156699401528602,72.73205659873422,C,28.0,0.2799999999999999,-396,15,5420.514,5,4,5,545,Loyal Customers
2726,CA-2017-149888,2017-11-07,11/13/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,359.97,5,0.4,-71.994,11,2017Q4,2017,0.0156699401528602,72.74772653888708,C,-20.0,-0.1999999999999999,-405,31,5478.0608,5,5,5,555,Best Customers
4768,CA-2015-123155,2015-03-09,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,22.4925,3,2015Q1,2015,0.0156660223413377,72.76339256122841,C,6.25,0.0625,-243,26,2964.823,2,5,4,254,Frequent Customers
6741,CA-2014-144029,2014-05-26,5/31/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,359.772,2,0.3,-5.1396,5,2014Q2,2014,0.0156613209675106,72.77905388219592,C,-1.4285714285714286,-0.0142857142857142,-356,19,2749.881,3,5,3,353,Frequent Customers
5080,US-2017-133312,2017-11-25,11/29/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058,11,2017Q4,2017,0.0156494369392257,72.79470331913515,C,-8.235294117647058,-0.0823529411764705,-382,10,4411.2429999999995,4,2,5,425,Others
8713,US-2015-145422,2015-12-03,12/7/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058,12,2015Q4,2015,0.0156494369392257,72.81035275607438,C,-8.235294117647058,-0.0823529411764705,47,12,3922.4150000000004,1,3,4,134,At Risk
9365,CA-2017-111591,2017-03-21,3/25/2017,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864,3,2017Q1,2017,0.0156416448474198,72.8259944009218,C,2.0,0.02,-348,13,1278.639,3,3,2,332,Others
748,CA-2014-124429,2014-05-27,5/27/2014,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864,5,2014Q2,2014,0.0156416448474198,72.84163604576922,C,2.0,0.02,-319,11,2203.7780000000002,3,3,3,333,Others
1724,US-2015-123218,2015-12-20,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116,12,2015Q4,2015,0.0156302396627654,72.85726628543199,C,-20.0,-0.2,-376,10,1888.964,4,2,3,423,Others
1595,CA-2015-118423,2015-03-24,3/27/2015,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058,3,2015Q1,2015,0.0156302396627654,72.87289652509476,C,-10.0,-0.1,-59,14,5480.723999999999,1,4,5,145,At Risk
6825,CA-2015-154291,2015-07-25,7/29/2015,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",358.58,2,0.0,39.4438,7,2015Q3,2015,0.015609431730457,72.88850595682521,C,11.000000000000002,0.11,-408,12,6720.4439999999995,5,3,5,535,Loyal Customers
5385,CA-2017-161410,2017-06-26,7/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79,6,2017Q2,2017,0.0155928898595842,72.9040988466848,C,11.666666666666666,0.1166666666666666,-397,22,3913.418,5,5,4,554,Loyal Customers
5449,US-2014-119081,2014-09-12,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,9,2014Q3,2014,0.0155811364250166,72.91967998310982,C,2.0,0.02,-348,10,14595.62,3,3,5,335,Others
5709,US-2015-160857,2015-05-08,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,5,2015Q2,2015,0.0155811364250166,72.93526111953483,C,2.0,0.02,-245,22,7234.014,2,5,5,255,Frequent Customers
8243,CA-2014-109855,2014-09-01,9/5/2014,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,357.0,3,0.0,57.12,9,2014Q3,2014,0.0155406523726174,72.95080177190745,C,16.0,0.16,-396,15,2295.332,5,4,3,543,Loyal Customers
3890,CA-2014-100895,2014-06-02,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0.0,107.082,6,2014Q2,2014,0.015538040498269,72.96633981240572,C,30.0,0.3,-97,25,4105.305,1,5,4,154,Frequent Customers
6664,CA-2017-162173,2017-10-26,11/1/2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",356.85,5,0.0,60.6645,10,2017Q4,2017,0.0155341226867465,72.98187393509247,C,17.0,0.1699999999999999,-352,10,3818.624,3,2,4,324,Others
6921,CA-2017-121706,2017-02-26,3/2/2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,Santa Barbara,California,93101,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,356.79,7,0.0,99.9012,2,2017Q1,2017,0.0155315108123982,72.99740544590486,C,28.0,0.2799999999999999,-110,16,11789.63,1,4,5,145,At Risk
1095,CA-2015-165085,2015-12-27,12/31/2015,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0.0,103.2284,12,2015Q4,2015,0.0154953798839128,73.01290082578878,C,29.0,0.29,242,3,415.19599999999997,1,1,1,111,At Risk
5751,CA-2014-145800,2014-05-30,6/5/2014,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,5,2014Q2,2014,0.0154733966081477,73.02837422239692,C,-52.0,-0.52,-307,12,3056.8070000000002,2,3,4,234,Others
5671,CA-2015-141012,2015-06-09,6/11/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,0.0,92.3936,6,2015Q2,2015,0.0154692611404294,73.04384348353734,C,26.0,0.26,-303,10,2074.661,2,3,3,233,Others
803,CA-2016-136133,2016-08-18,8/23/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0.0,99.4896,8,2016Q3,2016,0.0154675198908639,73.0593110034282,C,28.0,0.2799999999999999,-300,20,9300.254,2,5,5,255,Frequent Customers
7246,CA-2017-145807,2017-02-09,2/13/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745,2,2017Q1,2017,0.0154492367704255,73.07476024019863,C,5.0,0.05,-216,7,1348.02,2,2,2,222,Others
